Review #,Brand,Variety,Style,Country,Stars,Top Ten
1410,Adabi,Mi Tom Yam Instant Noodles,Pack,Malaysia,3.25,
1409,Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,
1408,Other,Chicken Creamy Soup,Cup,Philippines,3.5,
1407,Annie Chun's,Ramen Thai Ramen,Pack,USA,5,
1406,La Fonte,With Mushroom Sauce,Pack,Indonesia,3.75,
1405,Maggi,Noodles,Pack,India,3.75,
1404,Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4,
1403,Tesco,Chicken & Mushroom Flavour,Cup,UK,0.5,
1402,Pop Bihun,Rasa Kari Ayam Pedas,Pack,Indonesia,3.75,
1401,Myojo,Yakisoba Flavor With Black Pepper,Tray,Japan,3.75,
1400,Pulmuone,Ramyun (New,Pack,South Korea,3.75,
1399,Vina Acecook,Instant Rice Noodles,Bowl,Vietnam,3.75,
1398,Nissin,Fried Noodle Tom Yam Mee Goreng Flavour,Pack,Singapore,3,
1397,Wu-Mu,Seafood Flavor Ramen,Pack,Taiwan,4,
1396,Oyatsu,Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,
1395,Snapdragon,Laksa Curry Soup Bowl,Bowl,USA,4.25,
1394,Paldo,,Pack,South Korea,4.5,
1393,Saji,Curry Soup Flavour,Pack,Malaysia,4.25,
1392,Other,Miso Soup,Pack,USA,4,
1391,Shan,Instant Noodles Chicken Flavour,Pack,Pakistan,3.5,
1390,Indomie,Mi Goreng Rasa,Pack,Indonesia,4.75,
1389,Tiger Tiger,Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,
1388,Paldo,Ramyun,Pack,South Korea,3.75,
1387,Takamori Kosan,Red Pepper Garlic,Pack,Japan,4,
1386,Takamori Kosan,Style Noodle Stew,Pack,Japan,4.5,
1385,Takamori Kosan,Soy Sauce,Pack,Japan,3.75,
1384,Takamori Kosan,Udon Sauce,Pack,Japan,3,
1383,Takamori Kosan,Yakisoba,Pack,Japan,4.75,
1382,Takamori Kosan,Sauce,Pack,Japan,4.75,
1381,Takamori Kosan,Curry Udon,Pack,Japan,5,
1380,Takamori Kosan,,Pack,Japan,3.75,
1379,Takamori Kosan,Shio Yakisoba,Pack,Japan,4,
1378,Takamori Kosan,Yakisoba,Pack,Japan,5,
1377,Takamori Kosan,Spicy Sauce,Pack,Japan,4.25,
1376,Takamori Kosan,Udon,Pack,Japan,3.75,
1375,Takamori Kosan,,Pack,Japan,4,
1374,Tokyo Noodle,Spicy Garlic Ramen,Pack,Japan,3.25,
1373,Tesco,Beef & Tomato Flavour Noodles,Cup,UK,2,
1372,Samyang Foods,,Cup,South Korea,3.75,
1371,Campbell's,Noodles Thai Flavour,Cup,Canada,0,
1370,Other,Oriental Style Instant,Pack,Thailand,3.25,
1369,A-Sha Dry Noodle,,Pack,Taiwan,3.25,
1368,Nissin,Soba Noodles With Japanese Yakisoba Sauce,Cup,Germany,3,
1367,Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5,
1366,Nongshim,Creamy Beef Noodle Soup,Cup,USA,4.25,
1365,Four Seas,Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,Hong Kong,3.5,
1364,Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,
1363,Sau Tao,Instant Noodle King Flavor,Pack,Hong Kong,2.75,
1362,Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,
1361,Mamee,Creamy Tom Yam Flavour,Pack,Malaysia,5,
1360,Mamee,Flavour Snack Noodles,Pack,Malaysia,3.75,
1359,Mamee,Curry Laksa Flavour,Cup,Malaysia,5,
1358,Mamee,Laksa,Pack,Malaysia,4,
1357,Mamee,Goreng Spicy,Cup,Malaysia,5,
1356,Mamee,Spicy Chicken Flavour,Pack,Malaysia,3.25,
1355,Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,
1354,Mamee,Creamy Tom Yam Flavour,Cup,Malaysia,4.75,
1353,Mamee,Instant Noodles Vegetarian Flavour,Pack,Malaysia,3.75,
1352,Mamee,Kari,Pack,Malaysia,3.75,
1351,Mamee,Chicken Flavour Snack Noodles,Pack,Malaysia,4,
1350,Mamee,Curry Laksa Flavour,Pack,Malaysia,5,2014 #7
1349,Mamee,Goreng Original Flavour,Cup,Malaysia,4.5,
1348,Mamee,Instant Vermicelli Tom Yam Flavour,Pack,Malaysia,3.75,
1347,Paldo,Spicy Fried Ramyun,Pack,South Korea,4,
1346,Oyatsu,Ramen,Pack,Japan,3.75,
1345,Lotus Foods,Rice Ramen,Pack,USA,2.25,
1344,Lotus Foods,& Rice Ramen,Pack,USA,4,
1343,Lotus Foods,Rice Ramen,Pack,USA,3.25,
1342,Ah Lai,White Curry Noodle,Pack,Malaysia,4.5,
1341,Other,Chicken Soup,Bowl,Canada,5,
1340,Indomie,Taste Of Mi Goreng Rasa,Pack,Indonesia,2.75,
1339,Kin-Dee,Instant Rice Noodle Thai,Tray,Thailand,3.75,
1338,Batchelors,Super Noodles Flavour,Pack,UK,1.5,
1337,Sakura Noodle,Udon Beef Flavor,Pack,USA,4.25,
1336,Shirakiku,Chow Mein Noodles With,Pack,USA,3.75,
1335,Sakura Noodle,Udon Hot & Spicy Flavor,Pack,USA,4,
1334,Sakura Noodle,Udon Mushroom Flavor,Pack,USA,3.75,
1333,Sakura Noodle,Udon Oriental Flavor,Pack,USA,3.75,
1332,Sakura Noodle,Udon Chicken Flavor,Pack,USA,3.75,
1331,Indomie,Taste Of Mi Rasa Tom Yum,Pack,Indonesia,3.75,
1330,Sapporo Ichiban,Sauce Yakisoba,Tray,Japan,5,2014 #4
1329,Vifon,Oriental Style Instant Noodle Mi Chicken Flavor,Cup,Vietnam,1.25,
1328,A-Sha Dry Noodle,,Pack,Taiwan,3.75,
1327,Unif,Instant Noodles Artificial Beef Flavor,Pack,China,3,
1326,Mamee,Mi Kari Pedas,Pack,Malaysia,3.75,
1325,Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,
1324,Ruski,Instant Noodles Beef Flavour,Pack,Thailand,3.5,
1323,Golden Wheat,Korean Style Mushroom Chicken Flavour Noodle,Pack,China,2,
1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,
1321,Takamori Kosan,Chow Mein Noodles With,Pack,Japan,3.75,
1320,Mama,Instant Noodles Cup Seafood Flavour,Cup,Thailand,3.75,
1319,Adabi,Mi Kari Ayam Instant Noodles,Pack,Malaysia,4.25,
1318,Nissin,,Bowl,Japan,4,
1317,Ve Wong,Snack Noodles Original Flavor,Pack,Taiwan,2.5,
1316,Ottogi,Vermicelli Noodle,Pack,South Korea,2.75,
1315,Sainsbury's,Chicken Flavour Instant Noodles,Pack,UK,2.75,
1314,Paldo,Korean Beef,Pack,South Korea,5,
1313,Healtimie,Noodle Vegetable Soup,Pack,Indonesia,3.25,
1312,Maruchan,Ramen Miso Flavor,Pack,Japan,3.75,
1311,Pop Bihun,Rasa Ayam,Pack,Indonesia,4,
1310,Thai Kitchen,Rice Noodle Thai,Tray,USA,3,
1309,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,
1308,Nongshim,Noodle Soup,Pack,South Korea,5,2014 #9
1307,Nissin,Cup Noodle Cheese Curry,Cup,Japan,3.75,
1306,Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5,
1305,A-Sha Dry Noodle,Instant Noodle Original Flavor,Pack,Taiwan,3.75,
1304,Nissin,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,Hong Kong,4.75,
1303,Western Family,Instant Noodles A Cup Chicken Flavour,Cup,Canada,1.5,
1302,Mama,Instant Noodles Tom Yum Flavour,Pack,Thailand,5,2014 #10
1301,Knorr,Shrimp,Pack,Hong Kong,3.25,
1300,Samyang Foods,Red,Pack,South Korea,5,
1299,Mr. Noodles,Noodles A Cup Spicy Chicken Flavour,Cup,Canada,1,
1298,Other,Beef Rice Soup,Bowl,South Korea,4,
1297,GaGa,Rasa Ayam,Pack,Indonesia,3.25,
1296,Wu-Mu,Ramen With Flavor,Pack,Taiwan,3.5,
1295,Wu-Mu,Mushroom Flavor Ramen,Pack,Taiwan,3.25,
1294,Thai Choice,Instant Noodles Chicken Flavour,Cup,Thailand,3,
1293,Myojo,Prawn Noodles,Pack,Singapore,4.25,
1292,Nissin,Cup Noodles Sabor A Sopa,Cup,Colombia,3,
1291,A-One,Instant Noodles Shrimp Flavor,Cup,Vietnam,3.25,
1290,Nongshim,Garlic Udon,Tray,South Korea,4.5,
1289,JML,Beef Noodles,Pack,China,4,
1288,Sau Tao,Seafood Vermicelli,Bowl,Hong Kong,3.75,
1287,Other,Tonkotsu Ramen,Pack,Japan,5,
1286,Batchelors,Super Noodles Beef & Onion Flavour,Pack,UK,3.25,
1285,Lucky Me!,Chow Mein Seafood Flavor Instant Noodles,Bowl,Philippines,3.25,
1284,Thai Kitchen,Rice Noodle Sweet,Tray,USA,4.25,
1283,Nongshim,Kimchi Cup Noodle Soup,Cup,South Korea,4,
1282,Koka,Noodles,Pack,Singapore,2.75,
1281,Other,Black Sesame Oil Pork Tonkotsu,Bowl,Japan,2.25,
1280,Deshome,Dried Noodle Noodle With Curry Sauce,Pack,Taiwan,5,
1279,Ko-Lee,Instant Noodles Vegetable,Pack,UK,3.5,
1278,Ottogi,Noodle Snack Flavor,Pack,South Korea,3.25,
1277,Vifon,Hot & Sour Chicken Flavor Instant Noodles,Pack,Vietnam,2,
1276,Adabi,Mi Prawn Mee,Pack,Malaysia,4.25,
1275,Wu-Mu,Ramen With Pork Flavor,Pack,Taiwan,4.5,
1274,Wu-Mu,Flavor Ramen,Pack,Taiwan,3.75,
1273,Sainsbury's,Instant Noodles Chicken Curry Flavour,Pack,UK,3.25,
1272,Samyang Foods,Noodle Spicy Beef Ramyun,Pack,South Korea,3.5,
1271,Prima Taste,Chilli Crab,Pack,Singapore,5,2014 #8
1270,Ko-Lee,Instant Noodles Taste Creamy Shrimp Tom Yum Flavour,Pack,UK,5,
1269,Chewy,Rice Vermicelli With Sauce Flavour,Pack,Hong Kong,2.5,
1268,Wu-Mu,Dried Noodle With Sauce,Pack,Taiwan,3.25,
1267,ABC,Mi Cup Rasa Ayam Chicken Flavour,Cup,Indonesia,3.75,
1266,ABC,Pedas Mi Goreng Cup Rasa Ayam Pedas Hot Chicken,Cup,Indonesia,4,
1265,ABC,Rasa Ayam Chicken Onion Flavour,Cup,Indonesia,3.75,
1264,ABC,Pedas Mi Goreng Cup Rasa Ayam Pedas Hot Chicken Flavour,Cup,Indonesia,4.25,
1263,Nissin,Cup Noodle Curry,Cup,Japan,4.25,
1262,ABC,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,Cup,Indonesia,3.75,
1261,Eat & Go,Rasa Mi Cup,Cup,Indonesia,3.75,
1260,ABC,Mi Goreng Fried Noodle With,Pack,Indonesia,5,
1259,Eat & Go,Chicken Onion Mi Cup,Cup,Indonesia,3.75,
1258,Other,Mi Goreng Rasa Ayam Chicken Fried Noodle,Pack,Indonesia,4.5,
1257,ABC,Mi Goreng Fried Noodle,Cup,Indonesia,4,
1256,Eat & Go,Curry Chicken Mi Cup,Cup,Indonesia,4.25,
1255,Thai Choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25,
1254,Four Seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,Hong Kong,2.75,
1253,Nissin,Chow Mein Chicken Flavor Chow Mein Noodles,Tray,USA,3.75,
1252,Tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25,
1251,Mama,Instant Noodles Tom Flavour,Pack,Thailand,3.5,
1250,Samyang Foods,Korean,Bowl,South Korea,3.75,
1249,Nissin,Sabor A Sopa,Cup,Colombia,2.75,
1248,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4,
1247,Maruchan,Ramen Pork Tonkotsu Flavor,Pack,Japan,4,
1246,Annie Chun's,Ramen Chicken Vegetable Flavored Ramen,Pack,USA,4,
1245,Sau Tao,Instant Noodle King & Chicken,Pack,Hong Kong,3.5,
1244,Unif,Flavor Beef Ramen,Pack,China,3.75,
1243,Nissin,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Pack,Hong Kong,1.75,
1242,Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,USA,4,
1241,Nissin,Soy Sauce Flavor Udon,Pack,Japan,3.75,
1240,Maggi,Big Kari Curry Minute Noodles,Pack,Malaysia,4,
1239,SuperMi,Rasa Ayam,Pack,Indonesia,4,
1238,Sapporo Ichiban,Sesame Ramen,Pack,Japan,5,
1237,Mama,Instant Noodles Creamy Tom Yum Pork Flavour,Pack,Thailand,3.5,
1236,Emart,Ramyun,Cup,South Korea,3.25,
1235,Nissin,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Pack,Hong Kong,3.75,
1234,Sainsbury's,Beef Flavour Instant Noodles,Pack,UK,2.75,
1233,Nissin,Sabor A Sopa,Pack,Colombia,3.25,
1232,GaGa,Rasa Ayam Pedas,Pack,Indonesia,3.25,
1231,A-Sha Dry Noodle,Instant Noodle Flavor,Pack,Taiwan,3.75,
1230,Saji,Original Soup Flavor,Pack,Malaysia,4,
1229,Other,Tonkotsu Ramen,Pack,Japan,2.5,
1228,Maruchan,Japanese Instant Ramen Noodles Shio,Pack,Japan,3.75,
1227,Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5,
1226,Master Kong,Artificial Beef Flavor Instant Noodle,Bowl,China,3.75,
1225,Nissin,Sweet & Sour Chicken Flavor Ramen Noodles,Tray,USA,3.75,
1224,HoMyeonDang,Noodle Seafood Ramyun,Pack,South Korea,4,
1223,Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5,
1222,Nissin,Soba Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,
1221,ABC,Pedas Hot Chicken Flavour,Pack,Indonesia,4.5,
1220,Nissin,Instant Noodle Pork Flavour,Cup,Japan,3,
1219,Tokyo Noodle,Instant Noodle Spicy Flavor,Pack,Japan,3.5,
1218,Sau Tao,Beef Soup Flavored,Pack,China,3.75,
1217,Doll,Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5,
1216,Batchelors,Super Noodles Chilli Chicken Flavour,Pack,UK,1,
1215,GaGa,Mi Cup Chicken Soup,Cup,Indonesia,4.75,
1214,Eat & Go,Beef Flavour Fried Instant Noodle,Cup,Indonesia,5,
1213,Other,Hot Instant Noodles Chilli Flavour,Tray,China,0.5,
1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,
1211,Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3,
1210,A-Sha Dry Noodle,Spicy,Pack,Taiwan,4,
1209,Batchelors,Super Noodles Chicken Mushroom Flavour,Pack,UK,3.25,
1208,Golden Wheat,Korean Style Stew Flavour Noodle,Pack,China,3.5,
1207,Nissin,Yakisoba With,Bowl,Japan,5,
1206,Other,Sauce Noodle,Pack,Taiwan,1,
1205,Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5,
1204,Nissin,Cup Noodles Sabor A,Cup,Colombia,3.5,
1203,GaGa,Rasa,Pack,Indonesia,3.5,
1202,Sugakiya Foods,Udon Miso Stew,Pack,Japan,3.25,
1201,A-Sha Dry Noodle,Instant Noodle Curry Flavour,Pack,Taiwan,4.25,
1200,Men-Sunaoshi,Tonkotsu Ramen,Pack,Japan,3.75,
1199,Mama,Instant Noodles Chicken Curry Flavour,Pack,Thailand,3.75,
1198,Samyang Foods,Noodle,Pack,South Korea,5,2014 #5
1197,Nissin,Cup Noodle Chilli Tomato,Cup,Japan,4.5,
1196,Nissin,Bowl Noodles Chicken Flavor,Bowl,USA,3.5,
1195,Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,2.5,
1194,Paldo,Ramyun,Bowl,South Korea,4,
1193,Nissin,Soba Curry Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,
1192,Wu-Mu,Ramen With Pork Flavor,Pack,Taiwan,3.75,
1191,GaGa,Goreng,Pack,Indonesia,4,
1190,Other,Ramen,Bowl,Japan,3.75,
1189,Acecook,,Bowl,Japan,5,
1188,Chencun,Pork,Cup,China,3,
1187,Nongshim,Shin Ramyun Cup,Cup,South Korea,3.5,
1186,Nissin,Sabor A Sopa,Pack,Colombia,3.75,
1185,Sainsbury's,Instant Noodles Chicken Flavour,Pack,UK,3.25,
1184,Sapporo Ichiban,Shoyu Ramen,Cup,Japan,3.5,
1183,Paldo,Cheese Noodle,Pack,South Korea,5,2014 #6
1182,Ko-Lee,Noodles Hot & Spicy Flavour,Pack,UK,3.75,
1181,Samyang Foods,Ramyun Snack,Pack,South Korea,4,
1180,Wei Lih,Spicy Chicken Flavor,Pack,Taiwan,3.75,
1179,Myojo,Style Ramen,Pack,Japan,4.25,
1178,Nongshim,Shin Black Spicy Flavor Noodle Soup,Cup,USA,5,
1177,ABC,Mi Rasa Ayam,Pack,Indonesia,4,
1176,Maruchan,Style Shio Ramen,Pack,Japan,3.5,
1175,Healtimie,Noodle Chicken Soup,Pack,Indonesia,4.25,
1174,Itomen,Crab Flavor Instant Ramen,Pack,Japan,4,
1173,Pop Bihun,Goreng,Pack,Indonesia,3.5,
1172,Koyo,Ramen With Noodles,Pack,USA,2.75,
1171,Tiger Tiger,Flavour,Pack,UK,3,
1170,Acecook,Yakisoba,Cup,Japan,3.75,
1169,Mr. Noodles,Noodles A Cup Beef Flavour,Cup,Canada,1.75,
1168,Nissin,Curry Udon,Bowl,Japan,3.25,
1167,Kabuto Noodles,Miso Ramen,Cup,UK,3.75,
1166,Unif,Chilli Flavor,Bowl,Taiwan,5,
1165,Nissin,Chow Mein With Shrimp Chow Mein Noodles,Tray,USA,3.75,
1164,Mr. Noodles,Bowl Chicken Flavour,Bowl,Canada,2,
1163,Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25,
1162,Nissin,Ramen,Pack,Japan,4.75,
1161,GaGa,Chilli Flavour,Pack,Indonesia,3.75,
1160,Samyang Foods,,Pack,South Korea,3.75,
1159,Other,Yakisoba,Tray,Japan,5,
1158,Nissin,Demae Iccho Sauce Seafood Flavour,Bowl,Hong Kong,4,
1157,Other,Noodle Beef & Tomato Flavour,Cup,UK,4.25,
1156,Vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,Vietnam,3.75,
1155,Other,Ramen,Bar,USA,5,
1154,Golden Wheat,Korean Style Shrimp Flavour Noodle,Pack,China,3.5,
1153,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4,
1152,Sapporo Ichiban,Tomato & Shio Ramen,Pack,Japan,4,
1151,Asian Thai Foods,Vegetable Flavor,Pack,Nepal,3.75,
1150,Asian Thai Foods,Instant Noodles Chicken Flavor,Pack,Nepal,3.5,
1149,Asian Thai Foods,Instant Noodles Chicken Soup Base,Pack,Nepal,3.5,
1148,Asian Thai Foods,Instant Noodles Vegetable Flavor,Pack,Nepal,3.5,
1147,Asian Thai Foods,Chicken Soup Base,Pack,Nepal,3.5,
1146,Asian Thai Foods,Noodles Chicken Curry,Pack,Nepal,3.5,
1145,Asian Thai Foods,Chicken Flavor,Pack,Nepal,3.75,
1144,Asian Thai Foods,Instant Noodles Vegetable Curry Flavor,Pack,Nepal,3.5,
1143,Asian Thai Foods,Vegetable Soup Base,Pack,Nepal,4.25,
1142,Asian Thai Foods,Instant Noodles Chicken Flavor,Pack,Nepal,4,
1141,Asian Thai Foods,Noodles,Pack,Nepal,3.25,
1140,Asian Thai Foods,Instant Noodles Soup Base,Pack,Nepal,5,
1139,Asian Thai Foods,Chicken,Pack,Nepal,3.75,
1138,Tablemark,Ramen Shoyu,Pack,Japan,4.75,
1137,Koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75,
1136,Nissin,Yakisoba,Pack,Japan,5,
1135,Indomie,Instant Noodle Beef & Flavour,Pack,Indonesia,4.25,
1134,Hi-Myon,Udon,Pack,South Korea,4,
1133,Kamfen,Noodles Soup Flavor,Pack,Hong Kong,3.75,
1132,Tesco,Spicy Curry Flavour Noodles,Cup,UK,1.5,
1131,Wei Lih,Chicken Flavor,Pack,Taiwan,3.75,
1130,Nissin,Big Cup Noodles Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,
1129,Oyatsu,Ramen,Pack,Japan,3.5,
1128,Lucky Me!,Instant With,Pack,Philippines,3.25,
1127,Campbell's,Noodles Chicken Flavour,Cup,Canada,2.75,
1126,GaGa,Goreng Rasa Ayam,Pack,Indonesia,4,
1125,Myojo,Japanese Style Noodles Shio Flavor,Pack,USA,5,
1124,Samyang Foods,,Bowl,South Korea,4.25,
1123,Maruchan,Noodles With Sauce Base,Pack,Japan,4.25,
1122,Other,Ramen Pork,Pack,Japan,4.25,
1121,Sau Tao,Noodle Sesame Oil Flavored,Pack,China,3.75,
1120,ABC,Pedas Mi Hot Flavor,Pack,Indonesia,4.75,
1119,Ko-Lee,Taste Instant Noodles Curry Flavour,Pack,UK,3.75,
1118,Mr. Noodles,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,Canada,2.75,
1117,Thai Pavilion,Thai Instant Noodles & Sauce,Tray,USA,4.25,
1116,Tokyo Noodle,Instant Noodles Artificial Chicken Flavor,Pack,Japan,5,
1115,Nissin,Beef Flavor Soy Sauce Ramen Noodles,Tray,USA,3.75,
1114,Other,Vegetarian Fried Noodles,Pack,Indonesia,4,
1113,Samyang Foods,Ramyun,Cup,South Korea,3.5,
1112,Mama,Oriental Style Instant Soup,Pack,Thailand,3.75,
1111,Golden Wheat,Korean Style Stew Beef Noodle,Pack,China,3.25,
1110,GS25,,Pack,South Korea,4.5,
1109,La Fonte,With Sauce,Box,Indonesia,4.25,
1108,Chencun,Spicy Beef,Cup,China,3.5,
1107,Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,Hong Kong,3.5,
1106,Nissin,Soy Sauce With Pork,Bowl,Japan,4.5,
1105,Nongshim,Korean Noodles With Chili Sauce,Tray,South Korea,5,
1104,Western Family,Instant Noodles Chicken Flavour,Pack,Canada,3.5,
1103,Myojo,Yakisoba Flavor,Tray,Japan,5,
1102,Batchelors,Super Noodles Chilli,Pack,UK,3,
1101,Eat & Go,Spicy Chicken Mi Cup,Cup,Indonesia,4.25,
1100,Baltix,Instant Noodles With Chicken Flavour,Pack,Estonia,3.75,
1099,Baltix,Instant Noodles With Beef Flavour,Pack,Estonia,3.25,
1098,Tropicana Slim,Noodles Chicken,Pack,Indonesia,3.75,
1097,Amianda,Dried Noodles - Sesame,Pack,Taiwan,3.75,
1096,Amianda,Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5,
1095,Amianda,Dried Noodles - Fried,Pack,Taiwan,3.25,
1094,Amianda,Noodles - Sesame Oil,Pack,Taiwan,4.25,
1093,Amianda,Noodles - Sauce,Pack,Taiwan,4.5,
1092,Amianda,Dried Noodles - Sauce,Pack,Taiwan,5,
1091,Amianda,Dried Noodles - Original Flavor,Pack,Taiwan,4,
1090,Amianda,Dried Noodles - Spicy,Pack,Taiwan,3.25,
1089,Amianda,Noodles - Fried Bean Sauce,Pack,Taiwan,4.25,
1088,Amianda,Dried Noodles -,Pack,Taiwan,3.75,
1087,MyKuali,Penang White Curry Noodle,Pack,Malaysia,5,2014 #1
1086,Sawadee,Curry Flavour,Pack,UK,3,
1085,Vina Acecook,Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5,
1084,Mr. Noodles,Noodles A Cup Chicken Flavour,Cup,Canada,1.5,
1083,Nissin,,Cup,Japan,4.75,
1082,Indomie,Mi Goreng,Pack,Indonesia,4.5,
1081,Deshome,Noodle Sesame Sauce,Pack,Taiwan,3.25,
1080,Deshome,Black Noodle Sauce & Sesame Sauce,Pack,Taiwan,3.5,
1079,Deshome,Noodle Vegetable Sauce,Pack,Taiwan,5,
1078,Deshome,Black Noodle Spicy Sauce & Sesame Sauce,Pack,Taiwan,3.75,
1077,Deshome,Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,
1076,Deshome,Black Noodle Vegetable Sauce & Sesame Sauce,Pack,Taiwan,3.75,
1075,Deshome,Noodle With Sauce,Pack,Taiwan,5,
1074,Deshome,Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,
1073,Deshome,Black Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,Taiwan,3.75,
1072,Deshome,Noodle With Spicy Sauce,Pack,Taiwan,4,
1071,Nissin,Soy Sauce Taste,Pack,Japan,4,
1070,HoMyeonDang,Noodle Pork & Seafood Flavor,Pack,South Korea,4,
1069,Nissin,Miso Flavor,Bowl,Japan,5,
1068,Koka,Oriental Instant Noodles Fried Noodles,Pack,Singapore,3.75,
1067,Nissin,Cup Noodle Red,Cup,Japan,3.75,
1066,Tasty Bite,Minute Noodles Thai,Pack,USA,3.5,
1065,Tasty Bite,Minute Noodles Kung,Pack,USA,4.25,
1064,Tasty Bite,Minute Noodles Mushroom Mein,Pack,USA,4,
1063,Tasty Bite,Minute Noodles Thai,Pack,USA,3.75,
1062,Tasty Bite,Minute Noodles,Pack,USA,3.75,
1061,Tasty Bite,Minute Noodles Sesame,Pack,USA,4,
1060,Other,Rice Noodle Soup Garlic,Pack,USA,3.75,
1059,Mamee,Oriental Noodles Curry Flavour,Pack,Malaysia,3.25,
1058,A-Sha Dry Noodle,Noodle Noodle - Original Sauce,Pack,Taiwan,4,
1057,A-Sha Dry Noodle,Noodle Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,3.5,
1056,A-Sha Dry Noodle,Noodle Noodle - Onion Oil Sauce,Pack,Taiwan,5,
1055,A-Sha Dry Noodle,Noodle Noodle - Sauce,Pack,Taiwan,5,
1054,A-Sha Dry Noodle,Noodle - Black Pepper Sauce,Pack,Taiwan,3.75,
1053,A-Sha Dry Noodle,Noodle Noodle - Sesame Sauce,Pack,Taiwan,4,
1052,A-Sha Dry Noodle,Noodle Noodle - Chili Sauce,Pack,Taiwan,4.25,
1051,Maruchan,Japanese Instant Ramen Noodles Soy Sauce Taste,Pack,Japan,3.75,
1050,Knorr,Japanese Pork Flavour,Pack,Hong Kong,3,
1049,Mr. Noodles,Bowl Beef Flavor,Bowl,Canada,2,
1048,Ottogi,Cheese,Cup,South Korea,3.5,
1047,New Touch,Yakisoba Noodle,Tray,Japan,4,
1046,Myojo,Noodles Japanese Style Noodles With Sauce,Pack,USA,4,
1045,Nissin,Chow Mein Chicken,Tray,USA,3.5,
1044,Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25,
1043,Chewy,Rice Vermicelli Chicken,Pack,China,3,
1042,Nongshim,Pork Ramyun,Pack,China,5,
1041,Ko-Lee,Instant Noodles Super Chow Mein,Pack,UK,4,
1040,Western Family,Instant Noodles Vegetable Flavour,Pack,Canada,1,
1039,Maruchan,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With,Bowl,USA,4.25,
1038,Itomen,,Pack,Japan,4.25,
1037,Emart,,Pack,South Korea,4,
1036,Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China,3.5,
1035,Wei Lih,Spicy Flavor Instant Noodle,Bowl,Taiwan,3.5,
1034,Western Family,Instant Noodles A Cup Spicy Chicken,Cup,Canada,2.25,
1033,Nissin,King Cup Noodle Chicken & Onion,Cup,Japan,3.75,
1032,Mama,Thai Thai,Pack,Thailand,4,
1031,HoMyeonDang,Noodle Ramyun,Pack,South Korea,4,
